date,retail,transit,workplaces
2022-04-08,7.92905392873207,-5.085774717814097,2.4975085416655656
2022-04-09,7.880200333692155,-4.920308385759146,2.391990713564423
2022-04-10,7.818740099138069,-4.742543845186894,2.2838153640842185
2022-04-11,7.744771548334303,-4.552925414870764,2.1731026769289916
2022-04-12,7.658413015183018,-4.351927042135149,2.0599756548057857
2022-04-13,7.559802654915083,-4.140051118234014,1.9445599827677216
2022-04-14,7.449098223071173,-3.917827222634208,1.8269838885767713
2022-04-15,7.326476823126552,-3.6858107993428217,1.7073780002417596
2022-04-16,7.192134623163295,-3.4445817685862368,1.5858752008894668
2022-04-17,7.046286542043202,-3.1947430773116583,1.4626104811304854
2022-04-18,6.889165905583438,-2.9369191921338675,1.3377207890834355
2022-04-19,6.721024073285114,-2.671754538493653,1.2113448782245824
2022-04-20,6.542130036211534,-2.3999118899301077,1.0836231532314762
2022-04-21,6.352769986659991,-2.122070711491689,0.9546975139922914
2022-04-22,6.153246860315112,-1.838925461427564,0.8247111979538447
2022-04-23,5.943879851616384,-1.5511838554037771,0.6938086209835684
2022-04-24,5.725003903115146,-1.259565097582375,0.5621352169223908
2022-04-25,5.496969169637954,-0.9647980829858804,0.4298372760064291
2022-04-26,5.260140458113514,-0.6676195756390504,0.2970617823374452
2022-04-27,5.014896643959585,-0.3687723670426337,0.1639562505821854
2022-04-28,4.761630064962881,-0.0690034195815891,0.0306685620824841
2022-04-29,4.500745893622475,0.2309380004921657,-0.1026531994422379
2022-04-30,4.232661488960191,0.5303021958348333,-0.2358609124170921
2022-05-01,3.9578057288351975,0.8283409118639589,-0.3688065819761243
2022-05-02,3.676618323830928,1.124309207005074,-0.5013425043857165
2022-05-03,3.3895491138119405,1.4174673146575507,-0.6333214311447641
2022-05-04,3.097057348276101,1.7070824922261318,-0.7645967325788608
2022-05-05,2.7996109516532974,1.9924308525954824,-0.8950225607471857
2022-05-06,2.497685774726385,2.2727991734712742,-1.0244540114806693
2022-05-07,2.1917648333711255,2.547486680064355,-1.1527472853717602
2022-05-08,1.8823375358340333,2.815806796662653,-1.2797598475367924
2022-05-09,1.5698988997835317,3.077088862713163,-1.4053505859733189
2022-05-10,1.25494876038728,3.3306798091237537,-1.5293799683368157
2022-05-11,0.9379909706825332,3.57594579059605,-1.6517101969621604
2022-05-12,0.6195325955187627,3.812273769908456,-1.772205361958077
2022-05-13,0.3000831003620104,4.039073050189858,-1.8907315922040404
2022-05-14,-0.0198464637409503,4.2557767513543965,-2.0071572040822967
2022-05-15,-0.3397442777356121,4.461843227006207,-2.1213528477793444
2022-05-16,-0.6590985733608108,4.656757418273536,-2.2331916509947445
2022-05-17,-0.977398451868829,4.840032141187588,-2.3425493598971903
2022-05-18,-1.294134701354407,5.011209304388658,-2.4493044771716344
2022-05-19,-1.608800611385163,5.169861054116136,-2.553338397003712
2022-05-20,-1.920892783630196,5.31559084361989,-2.65453553685187
2022-05-21,-2.229911937190081,5.4480344243207925,-2.7527834658604413
2022-05-22,-2.535363707339583,5.566860756242391,-2.847973029771288
2022-05-23,-2.836759436406086,5.671772835438404,-2.9399984721951107
2022-05-24,-3.1336169555174123,5.762508436348027,-3.028757552107594
2022-05-25,-3.425461355969208,5.838840767223147,-3.1141516574401087
2022-05-26,-3.7118257489775695,5.9005790369897,-3.196085914638455
2022-05-27,-3.992252012601496,5.947568932125945,-3.2744692940682345
2022-05-28,-4.266291524640268,5.97969300236589,-3.349214711149455
2022-05-29,-4.5335058803332675,5.99687095426384,-3.420239123108281
2022-05-30,-4.793467593714122,5.999059851886147,-3.487463621238178
2022-05-31,-5.0457607814968695,5.986254224128716,-3.550813518568194
2022-06-01,-5.289981828400781,5.958486078391894,-3.6102184328407416
2022-06-02,-5.525740032848522,5.915824820578658,-3.6656123647069214
2022-06-03,-5.752658232005378,5.858377081615978,-3.7169337710522896
2022-06-04,-5.9703734051593305,5.786286450933071,-3.764125633371814
2022-06-05,-6.17853725447676,5.699733117562563,-3.807135521117862
2022-06-06,-6.37681676220468,5.598933419761761,-3.845915649950988
2022-06-07,-6.564894723428129,5.484139304279727,-3.880422934828742
2022-06-08,-6.742470253530241,5.355637696621513,-3.910619037873474
2022-06-09,-6.909259269543648,5.21374978388396,-3.9364704109660664
2022-06-10,-7.0649949446224865,5.058830211955096,-3.9579483330181406
2022-06-11,-7.209428134908469,4.891266199084166,-3.9750289418814457
2022-06-12,-7.342327778107909,4.711476568037742,-3.9876932608588858
2022-06-13,-7.463481263142099,4.5199106992607625,-3.9959272197877977
2022-06-14,-7.572694770279684,4.317047407659646,-3.9997216706720087
2022-06-15,-7.669793581206896,4.10339374581421,-3.999072397845344
2022-06-16,-7.754622358539529,3.879483736610359,-3.9939801226552585
2022-06-17,-7.827045394329707,3.6458770384610872,-3.98445050266142
2022-06-18,-7.886946827169591,3.4031575464516854,-3.970494125350113
2022-06-19,-7.934230827544926,3.151931932906378,-3.9521264963714473
2022-06-20,-7.968821751141829,2.8928281310232244,-3.929368022312463
2022-06-21,-7.990664259861547,2.6264937653682425,-3.9022439880252433
2022-06-22,-7.999723410349617,2.353594533151388,-3.870784528535221
2022-06-23,-7.995984709897772,2.0748125403299547,-3.8350245955609417
2022-06-24,-7.979454139629183,1.7908445966992184,-3.795003918682389
2022-06-25,-7.950158144929956,1.5024004742305714,-3.750766961201125
2022-06-26,-7.908143593142126,1.2102011330113485,-3.702362870741159
2022-06-27,-7.853477698585927,0.9149769192202049,-3.649845424645576
2022-06-28,-7.786247915031215,0.6174657396417367,-3.593272970229419
2022-06-29,-7.706561795790087,0.3184112172841474,-3.532708359955389
2022-06-30,-7.614546821654531,0.0185608327087041,-3.4682188816041912
2022-07-01,-7.51035019695435,-0.2813359442822587,-3.3998761835173124
2022-07-02,-7.394138614061613,-0.5805295279294007,-3.3277561949950636
2022-07-03,-7.26609798671851,-0.8782720900906952,-3.251939041938564
2022-07-04,-7.126433152614891,-1.1738194294219837,-3.172508957829141
2022-07-05,-6.975367545691748,-1.466432831493058,-3.0895541901442956
2022-07-06,-6.813142838694547,-1.755380915188897,-3.0031669023140077
2022-07-07,-6.64001855654839,-2.039941460781431,-2.9134430713263737
2022-07-08,-6.456271661173502,-2.319403215103027,-2.820482381096449
2022-07-09,-6.262196108405235,-2.59306766930867,-2.724388111716523
2022-07-10,-6.058102377727406,-2.8602508047845783,-2.6252670247111616
2022-07-11,-5.844316975571496,-3.120284802838386,-2.5232292444241966
2022-07-12,-5.6211819129758,-3.3725197138979723,-2.418388135669754
2022-07-13,-5.389054158440864,-3.616325082047164,-2.310860177782927
2022-07-14,-5.148305066855996,-3.851091520836898,-2.2007648352103644
2022-07-15,-4.899319785410665,-4.076232236434234,-2.088224424784195
2022-07-16,-4.642496637441156,-4.291184494301227,-1.9733639798271132
2022-07-17,-4.378246485198205,-4.49541102573812,-1.8563111112392332
2022-07-18,-4.10699207255504,-4.6884013707755,-1.737195865721425
2022-07-19,-3.82916734870732,-4.869673154058148,-1.61615058129226
2022-07-20,-3.545216773947185,-5.038773290532405,-1.4933097402594702
2022-07-21,-3.2555946086213106,-5.195279117922755,-1.3688098198089602
2022-07-22,-2.960764186411452,-5.338799453167338,-1.2427891403774889
2022-07-23,-2.661197173099343,-5.468975570172029,-1.1153877119776192
2022-07-24,-2.357372812002061,-5.58548209643869,-0.9867470786453332
2022-07-25,-2.0497771572849546,-5.688027826327099,-0.8570101611835508
2022-07-26,-1.738902296378665,-5.776356448917332,-0.7263210983758326
2022-07-27,-1.425245562744152,-5.850247188653544,-0.5948250868471139
2022-07-28,-1.1093087402454755,-5.90951535716797,-0.4626682197489477
2022-07-29,-0.7915972604023164,-5.954012814905573,-0.3299973244489229
2022-07-30,-0.4726193938075894,-5.983628341395844,-0.1969597994041363
2022-07-31,-0.1528854370028639,-5.998287913246029,-0.0637034504004072
2022-08-01,0.1670931038872457,-5.997954889161055,0.0696236736612819
2022-08-02,0.4868043314557635,-5.982630101527699,0.2028734452482195
2022-08-03,0.8057367759400043,-5.952351854334053,0.3358978227669873
2022-08-04,1.1233802134641424,-5.907195827429494,0.4685490150387899
2022-08-05,1.4392264822883456,-5.847274887364469,0.6006796454967145
2022-08-06,1.7527702957594955,-5.772738805282936,0.732142915922352
2022-08-07,2.0635100506618187,-5.683773882572436,0.8627927695397286
2022-08-08,2.3709486296750826,-5.580602485207736,0.9924840532856978
2022-08-09,2.6745941966562654,-5.463482487951609,1.121072679076078
2022-08-10,2.973960983472464,-5.332706629802261,1.2484157838888112
2022-08-11,3.26857006712628,-5.188601782298352,1.374371888485847
2022-08-12,3.5579501359304544,-5.031528132510248,1.498801054597848
2022-08-13,3.841638243506072,-4.861878282760087,1.621565040396656
2022-08-14,4.119180549397813,-4.68007626932029,1.7425274540832032
2022-08-15,4.39013304512217,-4.48657650254377,1.8615539054198216
2022-08-16,4.654062264486098,-4.281862631074793,1.9785121550390072
2022-08-17,4.910545977040514,-4.066446332979048,2.0932722613623427
2022-08-18,5.159173863558939,-3.840866036815198,2.2057067249667623
2022-08-19,5.399548172460728,-3.605685575843676,2.3156906302373628
2022-08-20,5.6312843561287576,-3.361492778737258,2.4231017841497864
2022-08-21,5.854011686103614,-3.1088980003156284,2.52782085202754
2022-08-22,6.067373846169886,-2.848532595975953,2.629731490123949
2022-08-23,6.271029502386344,-2.5810473436334735,2.7287204748809306
2022-08-24,6.464652849147262,-2.307110817115383,2.8246778287213377
2022-08-25,6.647934130401935,-2.0274077150745513,2.9174969422348744
2022-08-26,6.820580135198276,-1.7426371495996005,3.007074692622152
2022-08-27,6.982314666757796,-1.453510898798493,3.0933115582648822
2022-08-28,7.1328789843315255,-1.160751627724273,3.1761117292952576
2022-08-29,7.272032217130044,-0.8650910820885052,3.2553832140414287
2022-08-30,7.399551749665265,-0.5672682592781997,3.331037941231119
2022-08-31,7.515233577887874,-0.2680275612473397,3.402991857839459
2022-09-01,7.618892635550188,0.0318830661006257,3.4711650224726247
2022-09-02,7.710363090272702,0.3317140023876769,3.5354816941833227
2022-09-03,7.789498608840515,0.6307158264220718,3.595870416619697
2022-09-04,7.856172591305262,0.9281411893609066,3.6522640974138767
2022-09-05,7.910278373518024,1.223246682692884,3.704600082722114
2022-09-06,7.951729397769212,1.5152946963727287,3.752820226833797
2022-09-07,7.980459351262441,1.8035552624618223,3.796870956771759
2022-09-08,7.996422272200842,2.087307879668186,3.8367033318123216
2022-09-09,7.999592623316162,2.365843314224348,3.872273097858809
2022-09-10,7.989965332722922,2.63846537260229,3.9035407366082593
2022-09-11,7.967555802032357,2.9044926416349677,3.930471509456558
2022-09-12,7.932399881713128,3.163260191694047,3.953035496093319
2022-09-13,7.884553813738217,3.414121238667954,3.971207627743582
2022-09-14,7.824094141609765,3.656448760585195,3.9849677150194545
2022-09-15,7.75111758790579,3.889637064842643,3.994300470350668
2022-09-16,7.665740899544742,4.11310330212184,3.999195524969203
2022-09-17,7.568100661015265,4.326288923208493,3.9996474404290687
2022-09-18,7.458353075870199,4.528661075074842,3.995655714648469
2022-09-19,7.336673716834207,4.719713932734626,3.987224782467613
2022-09-20,7.203257244924869,4.898969963542049,3.974364010721579
2022-09-21,7.058317098036574,5.065981120774876,3.957087687833677
2022-09-22,6.902085149485431,5.2203299635177105,3.935415007940891
2022-09-23,6.734811337061384,5.36163070004704,3.9093700495690342
2022-09-24,6.556763263181195,5.489530152109562,3.878981748881331
2022-09-25,6.36822576678148,5.6037086376838285,3.844283867530066
2022-09-26,6.169500467637292,5.703880770018944,3.805314955147131
2022-09-27,5.960905283834791,5.78979617095268,3.762118306515054
2022-09-28,5.742773923170128,5.8612400967265925,3.714741913466176
2022-09-29,5.515455349288159,5.9180339747335315,3.663238411563276
2022-09-30,5.279313223415052,5.960035849856144,3.6076650216210617
2022-10-01,5.034725322577904,5.987140739280788,3.54808348613335
2022-10-02,4.782082935242038,5.999280894899848,3.4845600006767055
2022-10-03,4.521790235333116,5.996425972646753,3.4171651403665253
2022-10-04,4.254263635644798,5.978583108340317,3.345973781447547
2022-10-05,3.979931121667287,5.945796899848926,3.271065018105767
2022-10-06,3.699231566901801,5.898149295619072,3.1925220745940623
2022-10-07,3.4126140307565853,5.835759389846953,3.110432212769418
2022-10-08,3.120537040147658,5.758783124804956,3.024886635144252
2022-10-09,2.823467855953561,5.667412901067209,2.9359803835597464
2022-10-10,2.521881725497569,5.561877096608391,2.843812233593472
2022-10-11,2.216261122253577,5.442439495977631,2.748484584818977
2022-10-12,1.9070949739911365,5.309398630974644,2.650103347038983
2022-10-13,1.59487788059554,5.163087034475575,2.548777822618802
2022-10-14,1.2801093228134597,5.003870409274045,2.444620585050384
2022-10-15,0.9632928631903026,4.8321467140146845,2.3377473538823272
2022-10-16,0.6449353404775586,4.648345168503623,2.228276866154457
2022-10-17,0.3255460587989188,4.452925180882696,2.1163307444800954
2022-10-18,0.0056359728722659,4.246375199348167,2.002033361922192
2022-10-19,-0.3142831294086489,4.02921149128469,1.8855117038138995
2022-10-20,-0.6336994457260019,3.801976852865814,1.7668952266768951
2022-10-21,-0.9521019781121984,3.565239252346009,1.646315714393973
2022-10-22,-1.268981350437672,3.3195904104360823,1.5239071317961628
2022-10-23,-1.583830623304029,3.0656443213093327,1.3998054758266487
2022-10-24,-1.8961461050389457,2.804035717935971,1.274148624447151
2022-10-25,-2.205428157495396,2.53541848558138,1.1470761834542178
2022-10-26,-2.511181995366102,2.260464027433218,1.0187293313761403
2022-10-27,-2.8129184777345304,1.9798595864434207,0.889250662622391
2022-10-28,-3.110154890595801,1.694306527578456,0.7587840290601721
2022-10-29,-3.4024157190964432,1.4045185847722863,0.62747438019364
2022-10-30,-3.689233408256507,1.111220076963366,0.4954676021239239
2022-10-31,-3.970149110957847,0.8151440976742241,0.3629103554684093
2022-11-01,-4.244713422001629,0.5170306826597787,0.2299499124196982
2022-11-02,-4.512487097060777,0.2176249602030581,0.0967339931248209
2022-11-03,-4.773041755377202,-0.0823247113173243,-0.0365893984329796
2022-11-04,-5.025960565079671,-0.3820686139332517,-0.169872138867806
2022-11-05,-5.270838910025704,-0.6808575439918761,-0.3029661499575785
2022-11-06,-5.507285037101363,-0.9779446847742328,-0.4357235631600451
2022-11-07,-5.734920682942476,-1.2725874731484006,-0.5679968838960068
2022-11-08,-5.9533816790753775,-1.5640494555904831,-0.699639155416896
2022-11-09,-6.162318534508783,-1.8516021289347584,-0.8305041220751044
2022-11-10,-6.361396994844817,-2.134526761252485,-0.960446391815098
2022-11-11,-6.550298577014749,-2.412116188307089,-1.0893215977052444
2022-11-12,-6.728721078783993,-2.683676581096752,-1.216986558330552
2022-11-13,-6.896379062211091,-2.948529180065457,-1.3432994368685676
2022-11-14,-7.053004310287722,-3.206011991648274,-1.4681198986711417
2022-11-15,-7.198346256028567,-3.4554814429107736,-1.5913092671774325
2022-11-16,-7.33217238332507,-3.6963139901459097,-1.712730677984604
2022-11-17,-7.454268598921607,-3.927907677408795,-1.83224923090546
2022-11-18,-7.564439574919027,-4.149683641092964,-1.9497321398435832
2022-11-19,-7.662509061257622,-4.361087556787833,-2.065048880319708
2022-11-20,-7.748320167679625,-4.561591024801256,-2.1780713344856424
2022-11-21,-7.821735614720167,-4.750692890883331,-2.288673933464151
2022-11-22,-7.882637953325083,-4.927920498851226,-2.396733796857061
2022-11-23,-7.930929752744424,-5.092830871983403,-2.5021308692663036
2022-11-24,-7.966533756400821,-5.245011820230644,-2.604748053676588
2022-11-25,-7.989393005483541,-5.3840829704766815,-2.704471341551057
2022-11-26,-7.999470930070429,-5.509696717272713,-2.801189939495756
2022-11-27,-7.996751407631991,-5.621539091670147,-2.894796392351919
2022-11-28,-7.981238788823992,-5.719330545979384,-2.9851867025796652
2022-11-29,-7.952957890527339,-5.802826652493428,-3.0722604458000333
2022-11-30,-7.911953956146378,-5.871818714429949,-3.155920882367335
2022-12-01,-7.858292583229076,-5.926134287564459,-3.236075064847626
2022-12-02,-7.792059618524952,-5.965637611251134,-3.3126339412841785
2022-12-03,-7.713361020648587,-5.990229947753694,-3.385512454134881
2022-12-04,-7.622322690568444,-5.999849829038318,-3.454629634771824
2022-12-05,-7.519090270192176,-5.9944732104117335,-3.519908693438207
2022-12-06,-7.403828909370645,-5.974113530620419,-3.581277104562327
2022-12-07,-7.2767230016933615,-5.938821678260738,-3.638666687334113
2022-12-08,-7.137975889498174,-5.888685864583939,-3.69201368145452
2022-12-09,-6.987809538566768,-5.823831403014003,-3.741258817973819
2022-12-10,-6.826464183026852,-5.744420395929283,-3.786347385139842
2022-12-11,-6.654197941028786,-5.650651329491063,-3.8272292891832023
2022-12-12,-6.471286401811594,-5.5427585775314405,-3.8638591099718593
2022-12-13,-6.278022184818976,-5.4210118157408385,-3.8961961514733057
2022-12-14,-6.07471447157062,-5.285715347619281,-3.924204486968162
2022-12-15,-5.861688511037723,-5.137207343875992,-3.94785299896507
2022-12-16,-5.639285099313985,-4.975858997178901,-3.967115413772463
2022-12-17,-5.40786003441471,-4.802073594366136,-3.9819703306888834
2022-12-18,-5.1677835470756515,-4.616285508439012,-3.99240124577932
2022-12-19,-4.919439708462966,-4.418959112855836,-3.998396570211211
2022-12-20,-4.6632258157412405,-4.21058762083991,-3.9999496431297503
2022-12-21,-4.399551756482782,-3.991691852603556,-3.997058739058135
2022-12-22,-4.1288393529349365,-3.762818933568625,-3.989727069814592
2022-12-23,-3.8515216871944817,-3.5245409268379575,-3.977962780944024
2022-12-24,-3.568042408368604,-3.2774534033356613,-3.9617789426682366
2022-12-25,-3.278855022831172,-3.0221739531897263,-3.9411935353648153
2022-12-26,-2.984422168708977,-2.759340642078622,-3.916229429590774
2022-12-27,-2.685214875759622,-2.4896104163991497,-3.8869143606732
2022-12-28,-2.381711811824341,-2.2136574612426805,-3.853280897895043
2022-12-29,-2.074398517061564,-1.932171515283664,-3.8153664083103975
2022-12-30,-1.763766627186237,-1.645856146791871,-3.7732130152293792
2022-12-31,-1.4503130869575585,-1.3554269950784508,-3.726867551418822
2023-01-01,-1.1345393551733165,-1.061609981770068,-3.676381507070632
2023-01-02,-0.8169506024430071,-0.7651394963830088,-3.6218109725957817
2023-01-03,-0.4980549030222894,-0.4667565607319809,-3.5632165763074455
2023-01-04,-0.1783624220027823,-0.1672069767611984,-3.50066341706237
2023-01-05,0.1416154008433086,0.1327605375717344,-3.4342209919355553
2023-01-06,0.4613666692577245,0.4323962197010893,-3.3639631190084063
2023-01-07,0.7803798494209684,0.730951136468832,-3.2899678553562968
2023-01-08,1.0981445882972944,1.0276790560673534,-3.2123174103264263
2023-01-09,1.4141525300906963,1.3218383132306546,-3.1310980542026177
2023-01-10,1.7278981295057927,1.6126936630109232,-3.0464000223582866
2023-01-11,2.038879460512232,1.899518118508289,-2.9583174150042746
2023-01-12,2.3465990193196067,2.1815947679593366,-2.86694809264263
2023-01-13,2.6505645202771624,2.4582185666430387,-2.772393567342855
2023-01-14,2.9502896834258823,2.728698099125653,-2.6747588899611237
2023-01-15,3.245295012442687,2.9923573074389136,-2.574152533427998
2023-01-16,3.5351085617322626,3.2485371808731385,-2.4706862722339853
2023-01-17,3.81926669143934,3.496597403160674,-2.364475058247218
2023-01-18,4.097314809173604,3.735917952933,-2.25563689300105
2023-01-19,4.36880809726035,3.965900653451485,-2.144292696593251
2023-01-20,4.6333122243541665,4.1859706677374415,-2.030566173342868
2023-01-21,4.890404040276244,4.395577935365438,-1.91458367435366
2023-01-22,5.139672252964434,4.594198547327785,-1.7964740571370843
2023-01-23,5.380718086452819,4.781336055534137,-1.6763685424503896
2023-01-24,5.613155918828186,4.95652271367336,-1.5544005685093734
2023-01-25,5.836613899142828,5.119320646335505,-1.430705642737374
2023-01-26,6.050734542296771,5.269322943472466,-1.305421191215513
2023-01-27,6.255175300937529,5.406154677461107,-1.1786864060010305
2023-01-28,6.449609113463016,5.529473840227005,-1.050642090483867
2023-01-29,6.633724927250194,5.63897219808666,-0.9214305029528852
2023-01-30,6.8072281962729475,5.734376062171033,-0.7911951985458491
2023-01-31,6.969841352312898,5.815446972505303,-0.6600808697583193
2023-02-01,7.121304249009338,5.881982294034556,-0.5282331856891805
2023-02-02,7.261374578037914,5.933815723105875,-0.3957986302011582
2023-02-03,7.389828256752258,5.970817703140925,-0.2629243391758724
2023-02-04,7.506459786668435,5.992895748459868,-0.129757937044774
2023-02-05,7.611082582218605,5.999994675447434,0.0035526272228703
2023-02-06,7.703529269248249,5.992096740483205,0.1368592444923885
2023-02-07,7.783651952779027,5.9692216842914245,0.2700138100143406
2023-02-08,7.851322453609217,5.9314266825994695,0.4028683879700021
2023-02-09,7.906432513373096,5.878806203228323,0.5352753758293329
2023-02-10,7.948893967731225,5.811491769972194,0.6670876683384909
2023-02-11,7.9786388874145935,5.729651633857529,0.7981588209551496
2023-02-12,7.995619686896954,5.63349035260312,0.9283432125494776
2023-02-13,7.999809200521506,5.5232482793322495,1.0574962071904683
2023-02-14,7.991200725960168,5.399200961815162,1.1854743148375413
2023-02-15,7.969808034935865,5.261658453743044,1.3121353507593223
2023-02-16,7.9356653511907025,5.110964539755297,1.4373385935019691
2023-02-17,7.888827295735289,4.947495876157063,1.5609449412317846
2023-02-18,7.829368799466768,4.771661049474455,1.6828170662786606
2023-02-19,7.757384983295366,4.583899555201221,1.802819567708143
2023-02-20,7.672991005971213,4.384680699288726,1.920819121753036
2023-02-21,7.57632187985497,4.174502425125544,2.036684629937106
2023-02-22,7.467532254926761,3.953890068938416,2.1502873647267204
2023-02-23,7.346796171379256,3.7233950467250514,2.2615011125480917
2023-02-24,7.214306781190474,3.4835934760015617,2.37020231401165
2023-02-25,7.070276039121819,3.2350847358084804,2.4762702011874493
2023-02-26,6.914934363635684,2.9784899685754036,2.5795869317794695
2023-02-27,6.748530268275056,2.7144505275885145,2.6800377200492855
2023-02-28,6.571329964094864,2.443626373941123,2.777510964344013
2023-03-01,6.383616933781047,2.1666944269749315,2.8718983710865764
2023-03-02,6.185691478138863,1.884346872333948,2.9630950750908975
2023-03-03,5.977870235675462,1.5972894318609692,3.050999756067907
2023-03-04,5.760485676045951,1.3062395996606342,3.135514751193172
2023-03-05,5.533885568172838,1.011924848737539,3.2165461636112087
2023-03-06,5.298432423889943,0.7150808126929157,3.2940039667555863
2023-03-07,5.054502918000791,0.4164494470234484,3.3678021043692197
2023-03-08,4.8024872856792875,0.1167771746190593,3.437858586113515
2023-03-09,4.542788698176631,-0.1831869799054579,3.5040955786604067
2023-03-10,4.275822617833508,-0.482693262382189,3.5664394921657627
2023-03-11,4.002016133428696,-0.7809930630847137,3.624821062028334
2023-03-12,3.7218072769283066,-1.0773407878628514,3.67917542584325
2023-03-13,3.43564432272804,-1.37099572173961,3.729442195464756
2023-03-14,3.143985070509776,-1.6612238803127473,3.775565524097894
2023-03-15,2.8472961128597407,-1.947299844333816,3.817494168344768
2023-03-16,2.5460520888199056,-2.228508572878164,3.855181545136351
2023-03-17,2.240734924566716,-2.5041471905751473,3.8885857834867097
2023-03-18,1.93183306243223,-2.773526744430377,3.9176697710119823
2023-03-19,1.6198406795002602,-3.035973925849299,3.942401195162532
2023-03-20,1.305256897028672,-3.2908327535582895,3.962752579122488
2023-03-21,0.988584981961792,-3.5374662132159163,3.978701312336693
2023-03-22,0.6703315418106554,-3.775257849617295,3.990229675631221
2023-03-23,0.3510057141890571,-4.003613307510944,3.997324860899519
2023-03-24,0.031118352301982,-4.221961817177288,3.999978985332335
2023-03-25,-0.2888187923105485,-4.429757621055928,3.998189100175568
2023-03-26,-0.6082938884668285,-4.626481337855071,3.991957194006364
2023-03-27,-0.9267958441639468,-4.811641260734482,3.981290190523795
2023-03-28,-1.2438151242163051,-4.9847745863164095,3.966199940856564
2023-03-29,-1.5588445654029923,-5.145448571452942,3.9467032103963087
2023-03-30,-1.8713801878208067,-5.293261614858678,3.9228216601711057
2023-03-31,-2.18092200114459,-5.427844260904605,3.894581822779912
2023-04-01,-2.4869748045050883,-5.5488601230649195,3.8620150729146
2023-04-02,-2.7890489787047086,-5.656006724708075,3.825157592502424
2023-04-03,-3.0866612695038373,-5.749016255130808,3.784050330507633
2023-04-04,-3.379335560724326,-5.8276562389455115,3.7387389574367815
2023-04-05,-3.666603635934127,-5.8917301171475405,3.689273814598459
2023-04-06,-3.948005927493493,-5.941077738410433,3.635709858173655
2023-04-07,-4.223092251765215,-5.975575759380778,3.578106598159041
2023-04-08,-4.4914225293124135,-5.995137952972364,3.5165280322508017
2023-04-09,-4.75256748893175,-5.99971542388901,3.4510425747427154
2023-04-10,-5.006109354395789,-5.989296730837324,3.3817229805172833
2023-04-11,-5.251642512805876,-5.963907915123986,3.3086462642145147
2023-04-12,-5.488774163486083,-5.923612435566034,3.2318936146679405
2023-04-13,-5.717124946380752,-5.868511009876894,3.1515503047032087
2023-04-14,-5.936329548949487,-5.798741362924505,3.0677055963992403
2023-04-15,-6.146037290589335,-5.714477882490938,2.9804526419173953
2023-04-16,-6.345912683648935,-5.615931183393696,2.889888380008549
2023-04-17,-6.535635970137203,-5.503347581058376,2.7961134283133933
2023-04-18,-6.7149036332679,-5.3770084758584415,2.6992319715754673
2023-04-19,-6.883428883021745,-5.2372296497607245,2.599351645890936
2023-04-20,-7.040942114949296,-5.0843604770351,2.4965834191240743
2023-04-21,-7.1871913414804425,-4.91878305100064,2.391041467621019
2023-04-22,-7.321942595050935,-4.7409112289913455,2.2828430493589957
2023-04-23,-7.444980302400461,-4.551189597928438,2.1721083736716045
2023-04-24,-7.556107629443908,-4.350092363084405,2.058960467695353
2023-04-25,-7.655146796163902,-4.138122162816998,1.9435250396854444
2023-04-26,-7.741939361020922,-3.915808812234911,1.8259303393529744
2023-04-27,-7.816346474425956,-3.683707978936012,1.7063070153782929
2023-04-28,-7.878249100870237,-3.442399794127836,1.5847879702593453
2023-04-29,-7.92754820935662,-3.192487402601462,1.4615082126558523
2023-04-30,-7.964164931828123,-2.9345954551839175,1.3366047073936822
2023-05-01,-7.988040689339942,-2.669368547436184,1.210216223295643
2023-05-02,-7.999137285773281,-2.397469608500087,1.0824831790082567
2023-05-03,-7.997436968940995,-2.1195782441208144,0.9535474869955682
2023-05-04,-7.982942458987299,-1.836389037986211,0.823552395873067
2023-05-05,-7.9556769440361235,-1.5486098156296046,0.6926423312574038
2023-05-06,-7.915684043095048,-1.2569598752343265,0.5609627353082864
2023-05-07,-7.86302773627423,-0.9621681897629696,0.428659905141155
2023-05-08,-7.797792262431829,-0.6649715849047535,0.2958808302897134
2023-05-09,-7.720081984409835,-0.36611289739474,0.1627730293994594
2023-05-10,-7.630021222075775,-0.0663391183091933,0.0294843863331982
2023-05-11,-7.527754053437444,0.2336004740233813,-0.1038370141290328
2023-05-12,-7.413444084148831,0.5329561868277152,-0.2370430508135453
2023-05-13,-7.287274185775973,0.8309797867231539,-0.3699857307167291
2023-05-14,-7.149446203241456,1.126926369917734,-0.5025173534265551
2023-05-15,-7.0001806319155735,1.4200562240793857,-0.634490675218836
2023-05-16,-6.839716264870876,1.7096366772318246,-0.7657590726463857
2023-05-17,-6.668309810864036,1.9949439290527944,-0.8961767054387914
2023-05-18,-6.486235483656706,2.275264859997806,-1.025598678532072
2023-05-19,-6.293784563331966,2.5498988137278946,-1.1538812030484549
2023-05-20,-6.091264930308327,2.8181593483852567,-1.2808817560468893
2023-05-21,-5.879000572796745,3.0793759523406727,-1.4064592388672652
2023-05-22,-5.657331068488588,3.3328957201232674,-1.5304741338920775
2023-05-23,-5.426611041303738,3.5780849843440565,-1.6527886595518098
2023-05-24,-5.187209594068122,3.814330899534656,-1.7732669234012834
2023-05-25,-4.939509718027694,4.041042973941518,-1.8917750730973373
2023-05-26,-4.683907680144297,4.257654545448024,-2.0081814451097815
2023-05-27,-4.420812389153017,4.463624197934563,-2.1223567110008146
